Years,SPR,SL50,SL95,F/M,MK,Linf,L50,L95,CVLinf,FecB,Mpow,Smooth
1,0.15 (0.12 - 0.18),6 (5.79 - 6.21),7.78 (7.4 - 8.16),1.16 (1 - 1.32),1.64,16.92,10.67,11.74,0.1,3,0,FALSE
