Years,SPR,SL50,SL95,F/M,MK,Linf,L50,L95,CVLinf,FecB,Mpow,Smooth
1,0.08 (0.06 - 0.1),6.12 (5.9 - 6.34),8 (7.61 - 8.39),1.48 (1.28 - 1.68),1.82,18.8,11.85,13.04,0.1,3,0,FALSE
