Years,SPR,SL50,SL95,F/M,MK,Linf,L50,L95,CVLinf,FecB,Mpow,Smooth
1,0.04 (0.03 - 0.06),6.22 (6 - 6.44),8.16 (7.76 - 8.56),1.74 (1.52 - 1.96),2,20.68,13.04,14.34,0.1,3,0,FALSE
